"Town","FIPS","Indicator","Measure Type","Variable","2005","2006","2007","2008","2009","2010","2011","2012"
"Watertown","0900580490","Total Eligible","Percent","Birth to Three Indicators",7.22,7.91,9.9,11.52,10.7,10.56,8.19,11.66
"Watertown","0900580490","Total Served","Number","Birth to Three Indicators",14,17,20,21,18,13,11,15
"Watertown","0900580490","Total Served","Percent","Birth to Three Indicators",7.22,7.91,9.9,10.99,9.63,7.22,6.43,9.2
"West Hartford","0900382590","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",39.51,58.02,47.13,41.25,43.42,55.56,50,54.93
"West Hartford","0900382590","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",97.53,96.3,100,97.5,94.74,93.06,92.31,92.96
"West Hartford","0900382590","Evaluated that are Eligible","Percent","Birth to Three Indicators",59.12,68.64,67.44,65.04,61.29,65.45,70.27,72.45
"West Hartford","0900382590","Evaluations","Number","Birth to Three Indicators",137,118,129,123,124,110,111,98
"West Hartford","0900382590","Evaluations","Percent","Birth to Three Indicators",19.68,18.13,19.43,18.78,18.76,16.77,17.79,16.64
"West Hartford","0900382590","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",32,47,41,33,33,40,39,39
"West Hartford","0900382590","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.6,7.22,6.17,5.04,4.99,6.1,6.25,6.62
"West Hartford","0900382590","IFSP Receiving Services","Percent","Birth to Three Indicators",98.73,100,98.85,96.15,94.44,94.03,100,93.94
"West Hartford","0900382590","Individualized Family Service Plans","Number","Birth to Three Indicators",79,78,87,78,72,67,72,66
"West Hartford","0900382590","Individualized Family Service Plans","Percent","Birth to Three Indicators",11.35,11.98,13.1,11.91,10.89,10.21,11.54,11.21
"West Hartford","0900382590","Referrals","Number","Birth to Three Indicators",142,128,138,128,128,111,116,103
"West Hartford","0900382590","Referrals","Percent","Birth to Three Indicators",20.4,19.66,20.78,19.54,19.36,16.92,18.59,17.49
"West Hartford","0900382590","Referred that are Evaluated","Percent","Birth to Three Indicators",96.48,92.19,93.48,96.09,96.88,99.1,95.69,95.15
"West Hartford","0900382590","Total Eligible","Number","Birth to Three Indicators",81,81,87,80,76,72,78,71
"West Hartford","0900382590","Total Eligible","Percent","Birth to Three Indicators",11.64,12.44,13.1,12.21,11.5,10.98,12.5,12.05
"West Hartford","0900382590","Total Served","Number","Birth to Three Indicators",78,78,86,75,68,63,72,62
"West Hartford","0900382590","Total Served","Percent","Birth to Three Indicators",11.21,11.98,12.95,11.45,10.29,9.6,11.54,10.53
"West Haven","0900982870","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",48.33,53.12,57.89,54.55,47.06,57.32,48.68,53.01
"West Haven","0900982870","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",96.67,95.31,96.49,94.55,91.18,93.9,93.42,95.18
"West Haven","0900982870","Evaluated that are Eligible","Percent","Birth to Three Indicators",58.82,60.38,51.35,61.8,57.63,68.91,64.41,72.17
"West Haven","0900982870","Evaluations","Number","Birth to Three Indicators",102,106,111,89,118,119,118,115
"West Haven","0900982870","Evaluations","Percent","Birth to Three Indicators",13.84,13.91,14,12.59,17.46,17.12,17.2,17.27
"West Haven","0900982870","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",29,34,33,30,32,47,37,44
"West Haven","0900982870","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",3.93,4.46,4.16,4.24,4.73,6.76,5.39,6.61
"West Haven","0900982870","IFSP Receiving Services","Percent","Birth to Three Indicators",96.55,98.36,96.36,98.08,96.77,98.7,94.37,94.94
"West Haven","0900982870","Individualized Family Service Plans","Number","Birth to Three Indicators",58,61,55,52,62,77,71,79
"West Haven","0900982870","Individualized Family Service Plans","Percent","Birth to Three Indicators",7.87,8.01,6.94,7.36,9.17,11.08,10.35,11.86
"West Haven","0900982870","Referrals","Number","Birth to Three Indicators",112,113,124,96,131,131,123,127
"West Haven","0900982870","Referrals","Percent","Birth to Three Indicators",15.2,14.83,15.64,13.58,19.38,18.85,17.93,19.07
"West Haven","0900982870","Referred that are Evaluated","Percent","Birth to Three Indicators",91.07,93.81,89.52,92.71,90.08,90.84,95.93,90.55
"West Haven","0900982870","Total Eligible","Number","Birth to Three Indicators",60,64,57,55,68,82,76,83
"West Haven","0900982870","Total Eligible","Percent","Birth to Three Indicators",8.14,8.4,7.19,7.78,10.06,11.8,11.08,12.46
"West Haven","0900982870","Total Served","Number","Birth to Three Indicators",56,60,53,51,60,76,67,75
"West Haven","0900982870","Total Served","Percent","Birth to Three Indicators",7.6,7.87,6.68,7.21,8.88,10.94,9.77,11.26
"Westbrook","0900781680","Evaluations","Number","Birth to Three Indicators",8,12,9,7,11,7,10,7
"Westbrook","0900781680","Evaluations","Percent","Birth to Three Indicators",13.79,21.43,14.75,13.73,26.19,17.5,18.52,16.28
"Westbrook","0900781680","Referrals","Number","Birth to Three Indicators",9,13,9,7,11,8,10,8
"Westbrook","0900781680","Referrals","Percent","Birth to Three Indicators",15.52,23.21,14.75,13.73,26.19,20,18.52,18.6
"Westbrook","0900781680","Referred that are Evaluated","Percent","Birth to Three Indicators",88.89,92.31,100,100,100,87.5,100,87.5
"Weston","0900183430","Evaluations","Number","Birth to Three Indicators",18,24,20,25,11,20,18,20
"Weston","0900183430","Evaluations","Percent","Birth to Three Indicators",17.14,27.91,27.78,35.21,15.49,32.79,36.73,31.75
"Weston","0900183430","Referrals","Number","Birth to Three Indicators",19,26,20,25,13,20,19,20
"Weston","0900183430","Referrals","Percent","Birth to Three Indicators",18.1,30.23,27.78,35.21,18.31,32.79,38.78,31.75
"Weston","0900183430","Referred that are Evaluated","Percent","Birth to Three Indicators",94.74,92.31,100,100,84.62,100,94.74,100
"Westport","0900183500","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",41.46,50,50,50,22.22,46.88,52.94,33.33
"Westport","0900183500","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.12,100,100,100,92.59,103.12,100,96.67
"Westport","0900183500","Evaluated that are Eligible","Percent","Birth to Three Indicators",59.42,58.82,50,53.85,61.36,60.38,45.95,63.83
"Westport","0900183500","Evaluations","Number","Birth to Three Indicators",69,51,52,52,44,53,37,47
"Westport","0900183500","Evaluations","Percent","Birth to Three Indicators",26.44,22.37,27.23,23.74,26.19,27.6,21.02,24.74
"Westport","0900183500","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",17,15,13,14,6,15,9,10
"Westport","0900183500","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",6.51,6.58,6.81,6.39,3.57,7.81,5.11,5.26
"Westport","0900183500","IFSP Receiving Services","Percent","Birth to Three Indicators",97.44,96.67,96.15,96.43,96,93.94,100,96.55
"Westport","0900183500","Individualized Family Service Plans","Number","Birth to Three Indicators",39,30,26,28,25,33,17,29
"Westport","0900183500","Individualized Family Service Plans","Percent","Birth to Three Indicators",14.94,13.16,13.61,12.79,14.88,17.19,9.66,15.26
"Westport","0900183500","Referrals","Number","Birth to Three Indicators",76,53,53,54,48,55,39,48
"Westport","0900183500","Referrals","Percent","Birth to Three Indicators",29.12,23.25,27.75,24.66,28.57,28.65,22.16,25.26
"Westport","0900183500","Referred that are Evaluated","Percent","Birth to Three Indicators",90.79,96.23,98.11,96.3,91.67,96.36,94.87,97.92
"Westport","0900183500","Total Eligible","Number","Birth to Three Indicators",41,30,26,28,27,32,17,30
"Westport","0900183500","Total Eligible","Percent","Birth to Three Indicators",15.71,13.16,13.61,12.79,16.07,16.67,9.66,15.79
"Westport","0900183500","Total Served","Number","Birth to Three Indicators",38,29,25,27,24,31,17,28
"Westport","0900183500","Total Served","Percent","Birth to Three Indicators",14.56,12.72,13.09,12.33,14.29,16.15,9.66,14.74
"Wethersfield","0900384900","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",91.67,100,87.5,91.67,96.67,88.89,93.94,93.55
"Wethersfield","0900384900","Evaluated that are Eligible","Percent","Birth to Three Indicators",44.44,61.29,72.73,54.55,71.43,71.05,64.71,73.81
"Wethersfield","0900384900","Evaluations","Number","Birth to Three Indicators",27,31,33,44,42,38,51,42
"Wethersfield","0900384900","Evaluations","Percent","Birth to Three Indicators",10.98,12.45,12.27,17.6,16.67,15.02,19.77,15.85
"Wethersfield","0900384900","IFSP Receiving Services","Percent","Birth to Three Indicators",100,94.74,90.48,95.45,100,100,96.77,96.55
"Wethersfield","0900384900","Individualized Family Service Plans","Number","Birth to Three Indicators",11,19,21,22,29,24,31,29
"Wethersfield","0900384900","Individualized Family Service Plans","Percent","Birth to Three Indicators",4.47,7.63,7.81,8.8,11.51,9.49,12.02,10.94
"Wethersfield","0900384900","Referrals","Number","Birth to Three Indicators",33,31,35,44,43,45,52,45
"Wethersfield","0900384900","Referrals","Percent","Birth to Three Indicators",13.41,12.45,13.01,17.6,17.06,17.79,20.16,16.98
"Wethersfield","0900384900","Referred that are Evaluated","Percent","Birth to Three Indicators",81.82,100,94.29,100,97.67,84.44,98.08,93.33
"Wethersfield","0900384900","Total Eligible","Number","Birth to Three Indicators",12,19,24,24,30,27,33,31
"Wethersfield","0900384900","Total Eligible","Percent","Birth to Three Indicators",4.88,7.63,8.92,9.6,11.9,10.67,12.79,11.7
"Wethersfield","0900384900","Total Served","Number","Birth to Three Indicators",11,18,19,21,29,24,30,28
"Wethersfield","0900384900","Total Served","Percent","Birth to Three Indicators",4.47,7.23,7.06,8.4,11.51,9.49,11.63,10.57
"Wilton","0900186370","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,100,94.74,94.44,100,100,93.33,100
"Wilton","0900186370","Evaluated that are Eligible","Percent","Birth to Three Indicators",35.42,46,52.78,40.91,62.5,47.22,55.56,56.41
"Wilton","0900186370","Evaluations","Number","Birth to Three Indicators",48,50,36,44,32,36,27,39
"Wilton","0900186370","Evaluations","Percent","Birth to Three Indicators",27.12,28.57,21.43,30.77,21.92,27.48,22.31,36.11
"Wilton","0900186370","IFSP Receiving Services","Percent","Birth to Three Indicators",94.12,100,94.44,100,100,100,78.57,95.45
"Wilton","0900186370","Individualized Family Service Plans","Number","Birth to Three Indicators",17,23,18,17,20,17,14,22
"Wilton","0900186370","Individualized Family Service Plans","Percent","Birth to Three Indicators",9.6,13.14,10.71,11.89,13.7,12.98,11.57,20.37
"Wilton","0900186370","Referrals","Number","Birth to Three Indicators",54,55,38,45,34,37,27,39
"Wilton","0900186370","Referrals","Percent","Birth to Three Indicators",30.51,31.43,22.62,31.47,23.29,28.24,22.31,36.11
"Wilton","0900186370","Referred that are Evaluated","Percent","Birth to Three Indicators",88.89,90.91,94.74,97.78,94.12,97.3,100,100
"Wilton","0900186370","Total Eligible","Number","Birth to Three Indicators",17,23,19,18,20,17,15,22
"Wilton","0900186370","Total Eligible","Percent","Birth to Three Indicators",9.6,13.14,11.31,12.59,13.7,12.98,12.4,20.37
"Wilton","0900186370","Total Served","Number","Birth to Three Indicators",16,23,17,17,20,17,11,21
"Wilton","0900186370","Total Served","Percent","Birth to Three Indicators",9.04,13.14,10.12,11.89,13.7,12.98,9.09,19.44
"Winchester","0900586440","Evaluations","Number","Birth to Three Indicators",19,22,22,26,17,19,12,6
"Winchester","0900586440","Evaluations","Percent","Birth to Three Indicators",19,18.97,18.18,20.16,18.28,19,12.12,6.45
"Winchester","0900586440","Referrals","Number","Birth to Three Indicators",20,22,22,26,18,19,12,6
"Winchester","0900586440","Referrals","Percent","Birth to Three Indicators",20,18.97,18.18,20.16,19.35,19,12.12,6.45
"Winchester","0900586440","Referred that are Evaluated","Percent","Birth to Three Indicators",95,100,100,100,94.44,100,100,100
"Windham","0901586790","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",36.11,49.09,54.1,55.77,51.61,44.44,51.85,38.46
"Windham","0901586790","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.44,87.27,91.8,96.15,93.55,93.65,96.3,92.31
"Windham","0901586790","Evaluated that are Eligible","Percent","Birth to Three Indicators",50.7,72.37,64.89,71.23,68.13,75.9,71.05,68.42
"Windham","0901586790","Evaluations","Number","Birth to Three Indicators",71,76,94,73,91,83,76,76
"Windham","0901586790","Evaluations","Percent","Birth to Three Indicators",22.83,23.24,25.68,22.81,27.41,27.67,24.44,25.08
"Windham","0901586790","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,27,33,29,32,28,28,20
"Windham","0901586790","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.18,8.26,9.02,9.06,9.64,9.33,9,6.6
"Windham","0901586790","IFSP Receiving Services","Percent","Birth to Three Indicators",97.06,97.92,94.64,100,98.28,100,98.08,100
"Windham","0901586790","Individualized Family Service Plans","Number","Birth to Three Indicators",34,48,56,50,58,59,52,48
"Windham","0901586790","Individualized Family Service Plans","Percent","Birth to Three Indicators",10.93,14.68,15.3,15.62,17.47,19.67,16.72,15.84
"Windham","0901586790","Referrals","Number","Birth to Three Indicators",77,81,101,76,96,85,84,80
"Windham","0901586790","Referrals","Percent","Birth to Three Indicators",24.76,24.77,27.6,23.75,28.92,28.33,27.01,26.4
"Windham","0901586790","Referred that are Evaluated","Percent","Birth to Three Indicators",92.21,93.83,93.07,96.05,94.79,97.65,90.48,95
"Windham","0901586790","Total Eligible","Number","Birth to Three Indicators",36,55,61,52,62,63,54,52
"Windham","0901586790","Total Eligible","Percent","Birth to Three Indicators",11.58,16.82,16.67,16.25,18.67,21,17.36,17.16
"Windham","0901586790","Total Served","Number","Birth to Three Indicators",33,47,53,50,57,59,51,48
"Windham","0901586790","Total Served","Percent","Birth to Three Indicators",10.61,14.37,14.48,15.62,17.17,19.67,16.4,15.84
"Windsor","0900387000","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",52.78,61.76,64,54.55,46.15,30.3,46.88,56.25
"Windsor","0900387000","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",91.67,97.06,88,87.88,96.15,93.94,93.75,90.62
"Windsor","0900387000","Evaluated that are Eligible","Percent","Birth to Three Indicators",72,65.38,52.08,63.46,55.32,68.75,66.67,68.09
"Windsor","0900387000","Evaluations","Number","Birth to Three Indicators",50,52,48,52,47,48,48,47
"Windsor","0900387000","Evaluations","Percent","Birth to Three Indicators",15.72,16.25,16.33,17.45,16.49,17.08,18.32,17.94
"Windsor","0900387000","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",19,21,16,18,12,10,15,18
"Windsor","0900387000","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.97,6.56,5.44,6.04,4.21,3.56,5.73,6.87
"Windsor","0900387000","IFSP Receiving Services","Percent","Birth to Three Indicators",93.94,100,100,100,100,96.77,100,100
"Windsor","0900387000","Individualized Family Service Plans","Number","Birth to Three Indicators",33,33,22,29,25,31,30,29
"Windsor","0900387000","Individualized Family Service Plans","Percent","Birth to Three Indicators",10.38,10.31,7.48,9.73,8.77,11.03,11.45,11.07
"Windsor","0900387000","Referrals","Number","Birth to Three Indicators",54,58,49,55,50,51,49,49
"Windsor","0900387000","Referrals","Percent","Birth to Three Indicators",16.98,18.12,16.67,18.46,17.54,18.15,18.7,18.7
"Windsor","0900387000","Referred that are Evaluated","Percent","Birth to Three Indicators",92.59,89.66,97.96,94.55,94,94.12,97.96,95.92
"Windsor","0900387000","Total Eligible","Number","Birth to Three Indicators",36,34,25,33,26,33,32,32
"Windsor","0900387000","Total Eligible","Percent","Birth to Three Indicators",11.32,10.62,8.5,11.07,9.12,11.74,12.21,12.21
"Windsor","0900387000","Total Served","Number","Birth to Three Indicators",31,33,22,29,25,30,30,29
"Windsor","0900387000","Total Served","Percent","Birth to Three Indicators",9.75,10.31,7.48,9.73,8.77,10.68,11.45,11.07
"Windsor Locks","0900387070","Evaluations","Number","Birth to Three Indicators",20,21,22,16,21,27,20,16
"Windsor Locks","0900387070","Evaluations","Percent","Birth to Three Indicators",17.54,18.75,16.3,14.55,20.79,25.71,16.81,14.16
"Windsor Locks","0900387070","Referrals","Number","Birth to Three Indicators",22,23,24,16,22,28,21,19
"Windsor Locks","0900387070","Referrals","Percent","Birth to Three Indicators",19.3,20.54,17.78,14.55,21.78,26.67,17.65,16.81
