"Town","FIPS","Indicator","Measure Type","Variable","Year","Value"
"Torrington","0900576570","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",98.88
"Torrington","0900576570","Total Eligible","Number","Birth to Three Indicators","2012",59
"Torrington","0900576570","Total Eligible","Percent","Birth to Three Indicators","2012",15.78
"Torrington","0900576570","Total Served","Number","Birth to Three Indicators","2012",56
"Torrington","0900576570","Total Served","Percent","Birth to Three Indicators","2012",14.97
"Trumbull","0900177200","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",65.71
"Trumbull","0900177200","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",88.57
"Trumbull","0900177200","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",55.56
"Trumbull","0900177200","Evaluations","Number","Birth to Three Indicators","2012",63
"Trumbull","0900177200","Evaluations","Percent","Birth to Three Indicators","2012",23.25
"Trumbull","0900177200","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",23
"Trumbull","0900177200","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",8.49
"Trumbull","0900177200","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",96.77
"Trumbull","0900177200","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",31
"Trumbull","0900177200","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",11.44
"Trumbull","0900177200","Referrals","Number","Birth to Three Indicators","2012",67
"Trumbull","0900177200","Referrals","Percent","Birth to Three Indicators","2012",24.72
"Trumbull","0900177200","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",94.03
"Trumbull","0900177200","Total Eligible","Number","Birth to Three Indicators","2012",35
"Trumbull","0900177200","Total Eligible","Percent","Birth to Three Indicators","2012",12.92
"Trumbull","0900177200","Total Served","Number","Birth to Three Indicators","2012",30
"Trumbull","0900177200","Total Served","Percent","Birth to Three Indicators","2012",11.07
"Vernon","0901378250","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",47.73
"Vernon","0901378250","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",95.45
"Vernon","0901378250","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",74.58
"Vernon","0901378250","Evaluations","Number","Birth to Three Indicators","2012",59
"Vernon","0901378250","Evaluations","Percent","Birth to Three Indicators","2012",16.81
"Vernon","0901378250","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",21
"Vernon","0901378250","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",5.98
"Vernon","0901378250","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Vernon","0901378250","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",42
"Vernon","0901378250","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",11.97
"Vernon","0901378250","Referrals","Number","Birth to Three Indicators","2012",62
"Vernon","0901378250","Referrals","Percent","Birth to Three Indicators","2012",17.66
"Vernon","0901378250","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",95.16
"Vernon","0901378250","Total Eligible","Number","Birth to Three Indicators","2012",44
"Vernon","0901378250","Total Eligible","Percent","Birth to Three Indicators","2012",12.54
"Vernon","0901378250","Total Served","Number","Birth to Three Indicators","2012",42
"Vernon","0901378250","Total Served","Percent","Birth to Three Indicators","2012",11.97
"Wallingford","0900978740","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",42.5
"Wallingford","0900978740","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",90
"Wallingford","0900978740","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",62.5
"Wallingford","0900978740","Evaluations","Number","Birth to Three Indicators","2012",64
"Wallingford","0900978740","Evaluations","Percent","Birth to Three Indicators","2012",17.98
"Wallingford","0900978740","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",17
"Wallingford","0900978740","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",4.78
"Wallingford","0900978740","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",97.22
"Wallingford","0900978740","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",36
"Wallingford","0900978740","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",10.11
"Wallingford","0900978740","Referrals","Number","Birth to Three Indicators","2012",67
"Wallingford","0900978740","Referrals","Percent","Birth to Three Indicators","2012",18.82
"Wallingford","0900978740","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",95.52
"Wallingford","0900978740","Total Eligible","Number","Birth to Three Indicators","2012",40
"Wallingford","0900978740","Total Eligible","Percent","Birth to Three Indicators","2012",11.24
"Wallingford","0900978740","Total Served","Number","Birth to Three Indicators","2012",35
"Wallingford","0900978740","Total Served","Percent","Birth to Three Indicators","2012",9.83
"Waterbury","0900980070","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",49.27
"Waterbury","0900980070","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",95.12
"Waterbury","0900980070","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",66.56
"Waterbury","0900980070","Evaluations","Number","Birth to Three Indicators","2012",308
"Waterbury","0900980070","Evaluations","Percent","Birth to Three Indicators","2012",20.34
"Waterbury","0900980070","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",101
"Waterbury","0900980070","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",6.67
"Waterbury","0900980070","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",97.44
"Waterbury","0900980070","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",195
"Waterbury","0900980070","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",12.88
"Waterbury","0900980070","Referrals","Number","Birth to Three Indicators","2012",336
"Waterbury","0900980070","Referrals","Percent","Birth to Three Indicators","2012",22.19
"Waterbury","0900980070","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",91.67
"Waterbury","0900980070","Total Eligible","Number","Birth to Three Indicators","2012",205
"Waterbury","0900980070","Total Eligible","Percent","Birth to Three Indicators","2012",13.54
"Waterbury","0900980070","Total Served","Number","Birth to Three Indicators","2012",190
"Waterbury","0900980070","Total Served","Percent","Birth to Three Indicators","2012",12.55
"Waterford","0901180280","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",40
"Waterford","0901180280","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",93.33
"Waterford","0901180280","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",60
"Waterford","0901180280","Evaluations","Number","Birth to Three Indicators","2012",25
"Waterford","0901180280","Evaluations","Percent","Birth to Three Indicators","2012",17.61
"Waterford","0901180280","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",6
"Waterford","0901180280","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",4.23
"Waterford","0901180280","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",92.86
"Waterford","0901180280","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",14
"Waterford","0901180280","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",9.86
"Waterford","0901180280","Referrals","Number","Birth to Three Indicators","2012",27
"Waterford","0901180280","Referrals","Percent","Birth to Three Indicators","2012",19.01
"Waterford","0901180280","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",92.59
"Waterford","0901180280","Total Eligible","Number","Birth to Three Indicators","2012",15
"Waterford","0901180280","Total Eligible","Percent","Birth to Three Indicators","2012",10.56
"Waterford","0901180280","Total Served","Number","Birth to Three Indicators","2012",13
"Waterford","0901180280","Total Served","Percent","Birth to Three Indicators","2012",9.15
"Watertown","0900580490","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",68.42
"Watertown","0900580490","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",84.21
"Watertown","0900580490","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",73.08
"Watertown","0900580490","Evaluations","Number","Birth to Three Indicators","2012",26
"Watertown","0900580490","Evaluations","Percent","Birth to Three Indicators","2012",15.95
"Watertown","0900580490","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",13
"Watertown","0900580490","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",7.98
"Watertown","0900580490","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",93.75
"Watertown","0900580490","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",16
"Watertown","0900580490","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",9.82
"Watertown","0900580490","Referrals","Number","Birth to Three Indicators","2012",28
"Watertown","0900580490","Referrals","Percent","Birth to Three Indicators","2012",17.18
"Watertown","0900580490","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",92.86
"Watertown","0900580490","Total Eligible","Number","Birth to Three Indicators","2012",19
"Watertown","0900580490","Total Eligible","Percent","Birth to Three Indicators","2012",11.66
"Watertown","0900580490","Total Served","Number","Birth to Three Indicators","2012",15
"Watertown","0900580490","Total Served","Percent","Birth to Three Indicators","2012",9.2
"West Hartford","0900382590","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",54.93
"West Hartford","0900382590","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",92.96
"West Hartford","0900382590","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",72.45
"West Hartford","0900382590","Evaluations","Number","Birth to Three Indicators","2012",98
"West Hartford","0900382590","Evaluations","Percent","Birth to Three Indicators","2012",16.64
"West Hartford","0900382590","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",39
"West Hartford","0900382590","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",6.62
"West Hartford","0900382590","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",93.94
"West Hartford","0900382590","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",66
"West Hartford","0900382590","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",11.21
"West Hartford","0900382590","Referrals","Number","Birth to Three Indicators","2012",103
"West Hartford","0900382590","Referrals","Percent","Birth to Three Indicators","2012",17.49
"West Hartford","0900382590","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",95.15
